gpa,attendance,study_hours,assignment_rate,backlogs,participation,sleep_hours,stress_level,extracurricular,performance
3.223705789444759,53.01336951447804,3.571824921334354,91.69989308194606,4,No,8.34653404161589,Medium,Yes,At Risk
2.278987721304084,96.72180134027572,4.894901916393364,74.62702494327439,0,No,6.422866031484995,High,Yes,Average
2.5842892970704363,67.58113436198173,7.168994948997113,93.43950732771054,1,Yes,5.288467014450145,High,No,Average
2.7327236865873834,55.07104142246082,3.992105414338408,75.81671340479036,3,No,6.135810344993419,Low,Yes,At Risk
2.912139968434072,74.29358795931628,1.5092709053204407,88.60966539758215,3,Yes,5.7046248953645975,Low,Yes,At Risk
3.570351922786027,62.8388283860254,4.365289423115322,65.78040180130887,1,Yes,5.056535727663124,Medium,No,Average
2.3993475643167193,64.24364509809614,9.50003724424873,84.99159587729613,3,Yes,8.459997481393941,Medium,Yes,Average
3.0284688768272234,65.36449824631433,6.775609575687024,94.78248801339136,3,Yes,5.512419321101029,High,Yes,At Risk
3.184829137724085,90.15129489163317,7.043312338004863,74.32737782333237,4,Yes,6.725004821006583,Medium,Yes,Average
2.0929008254399957,76.95806383376272,6.690539382738758,50.84710903374277,4,Yes,6.315156681016655,High,Yes,At Risk
3.2150897038028767,65.56538495780018,2.7909292506349312,56.12785690181189,1,Yes,9.892464271813786,Medium,No,Average
2.341048247374583,80.51668916554593,4.765004776920521,51.918674613844345,0,Yes,6.346553464889324,High,No,At Risk
2.130103185970559,85.80753371115968,7.758458185269864,54.81142165574397,3,No,4.479894896780529,Medium,No,At Risk
3.8977710745066663,63.63120003667669,1.9123560779784323,58.38492696106218,0,Yes,4.538954515432504,High,No,Average
3.9312640661491187,70.67745507626758,3.5006749848074104,73.30802720519131,1,Yes,7.544522328118389,Low,Yes,Good
3.6167946962329225,56.09430466684738,3.4868719761926825,75.27949776782997,1,No,7.596181310429594,Medium,Yes,Average
2.609227538346741,59.05746747673402,4.888170348350554,65.58998483451167,4,No,6.51255394289593,Low,Yes,At Risk
2.1953442280127677,84.05589269824914,9.823318668479665,76.92524678925012,3,Yes,6.591062153872178,Medium,Yes,Average
3.3684660530243136,59.071917384781344,1.6075229201543975,44.89449553668196,2,Yes,4.323595497045227,Medium,No,At Risk
2.8803049874792026,76.258169183353,5.668308949425355,45.2672942234896,1,Yes,7.099279062335573,Low,No,Average
2.2440764696895577,85.45231308612163,2.614282138109894,50.30976762145951,3,Yes,7.02843685228211,High,Yes,At Risk
2.9903538202225404,55.34384615473719,9.736088908687698,71.08464988242068,0,Yes,4.897295911341667,Low,Yes,Good
2.068777042230437,78.36561098144517,2.019731542547178,52.839680721898816,4,No,4.623036316665566,High,Yes,At Risk
3.818640804157564,62.82813918506819,4.632409021254321,56.99706420955464,0,Yes,4.741434943596943,High,Yes,Average
2.517559963200034,98.146343761879,7.6409648635114555,64.01877017037964,1,No,4.606169478947551,Low,Yes,Average
3.325044568707964,74.17728233599624,7.340989852247008,88.7119674406228,1,No,7.658249173220559,Medium,No,Good
2.623422152178822,90.2996274887579,4.8045577320453905,40.83172815477161,0,No,5.178895914417511,Low,No,Average
3.0401360423556216,77.51132710781309,4.118717511574464,78.96272921419734,1,Yes,5.5085809131247805,Low,No,Average
3.0934205586865593,52.170626642740956,4.578511406975835,80.13259186244112,3,No,5.041432864908638,Medium,Yes,At Risk
2.3697089110510543,81.65756877970111,3.3784863684277537,87.9193468213982,1,Yes,9.747011826691018,High,Yes,Average
3.939169255529117,97.57016711033285,2.847996448361198,95.9651763436188,4,Yes,9.127704778911014,Low,No,Good
3.550265646722229,80.08059100731656,5.34735727803001,41.20827093695739,3,Yes,5.3829690241091255,Medium,No,At Risk
3.8789978831283785,90.95944297133951,3.416803804608466,49.22702233079297,2,Yes,5.965397763532756,Medium,No,Average
3.789654700855298,94.2103231674204,3.587154984075251,93.17027764335958,1,No,5.259357053829983,High,No,Average
3.19579995762217,61.40398859744663,6.910804571271013,67.51111373122092,1,Yes,6.951255756764942,Low,No,Average
3.8437484700462337,60.60224199541133,9.71683598529903,73.87543833600782,4,Yes,4.117663194845521,Medium,No,Average
2.176985004103839,80.54904944254959,6.432734805034376,79.78163222338884,4,Yes,8.028208053380775,Medium,Yes,At Risk
2.3919657248382906,70.55142349033524,1.6928152035846966,80.74399626973823,0,Yes,7.13894889890585,Medium,No,Average
2.090454577821076,91.99306514333603,1.680252524686603,95.90442419899048,0,Yes,9.39183356980662,High,Yes,Average
2.650660661526529,95.00115616990055,9.562808987610094,99.81696504470017,0,No,4.986356105970485,High,Yes,Good
2.7773545793789642,67.6710689651359,3.6756171127660027,83.20944765585642,4,Yes,8.82465547636679,Low,No,At Risk
2.5426980635477916,61.8435279487241,1.828602874742279,57.233272552309046,0,Yes,8.751766086800295,Medium,Yes,Average
3.6574750183038587,89.0262757621931,6.391401284353434,92.78514413766061,0,Yes,4.763087135301322,Medium,Yes,Good
2.713506653387179,63.740301777406806,6.612839004612395,42.9532548724457,2,Yes,6.391355344864765,Medium,Yes,At Risk
2.5618690193747615,91.13071592568392,6.836543381068194,53.86485117246977,0,Yes,5.020915846867101,Medium,Yes,Average
3.085392166316497,71.18691268243813,3.4066182507178717,93.84314304782289,1,Yes,5.528323002745293,Medium,Yes,Average
2.2818484499495253,83.37749496457351,1.1359961579302753,55.3714908663613,4,No,5.579477048983266,Medium,Yes,At Risk
3.6043939615080793,54.77676569173341,9.685138325090247,53.239063577304904,3,Yes,7.337418364154637,High,Yes,Average
2.1491012873595414,81.19296623382866,3.2580374112199224,48.287517588414836,2,Yes,6.4684655905627935,Low,Yes,At Risk
3.9737738732010346,72.58838393686145,7.084236592472927,91.54670545881498,4,Yes,9.686396824037832,High,No,Average
3.544489538593315,79.3304231587737,7.3596688289083865,70.0034955514652,4,No,4.758220851682031,Medium,Yes,At Risk
2.397431363068345,58.40071038724317,6.490066753715372,80.49359218324929,1,Yes,9.842152809101194,Medium,Yes,Average
2.011044234247205,86.8436872472091,3.816166547922834,54.34398304450178,0,Yes,5.383831841285584,High,No,At Risk
3.6309228569096685,93.13985387716143,3.439866283876592,85.48242526067298,1,No,8.63724361829112,Medium,No,Good
3.4137146876952342,60.836990004538784,6.379014544324328,85.60033269772592,0,Yes,6.033819557036928,Medium,No,Good
3.4580143360819746,54.78572777600809,8.794860702505224,58.75588149449801,0,Yes,4.858488372503883,Medium,Yes,Good
3.5425406933718913,51.18192930231682,9.52060356031056,64.64095798061697,4,Yes,9.147335111477439,Medium,No,Average
2.148089303468181,82.0985750221633,1.9531522396338188,52.581416645812055,0,Yes,5.853165395418779,High,No,At Risk
2.7169314570885454,80.35470180443903,2.3934575133794787,98.59366139937426,2,Yes,7.953132425361053,High,No,Average
2.2317381190502594,77.33487063570351,9.502626329047716,78.73615462350469,2,Yes,7.398662110519759,Low,No,Average
3.7262068517511873,61.59735480579877,7.628817055013133,96.07263284293093,2,Yes,6.830537856345246,Low,No,Good
3.246596253655116,69.54529979527574,8.946944423467958,58.20313261774799,4,Yes,6.974916835891235,Medium,No,At Risk
2.6617960497052984,79.72381675930865,2.8236937072180885,86.91345477981338,1,Yes,8.393427484553726,Low,No,Average
2.1271167005720475,74.83834294295846,6.288272839984617,85.95151863308452,3,No,4.526637484740643,Medium,Yes,At Risk
2.6219646434313244,99.38927601074437,7.310256349757263,81.4993391119925,0,No,8.009083971747431,Low,No,Good
2.650366644053494,56.821987627836656,7.121006969022754,97.93833851600803,3,No,9.374872608391472,Medium,No,Average
3.459212356676128,84.75722770237968,4.673365217800283,63.613320166378934,1,Yes,4.346729182119185,Low,Yes,Average
3.2751149427104265,70.21593840521462,1.1385540252217763,47.843039415385434,1,Yes,4.843920035402,Medium,No,At Risk
3.774425485152653,71.40998074628074,6.246334511238368,80.30253155464365,4,Yes,8.299791620212188,Medium,Yes,Average
2.944429850323899,85.87988828290881,3.2779138526164786,83.75858802863237,2,Yes,6.623689889467705,Medium,Yes,Average
2.2391884918766034,84.62180756621848,5.052288215286013,74.50363440752888,2,No,6.42129172488213,High,No,At Risk
3.42648957444599,99.56279968510941,9.618229135754357,52.40907358800378,1,Yes,4.821799807265415,High,Yes,Average
3.521570097233795,56.41971447270626,4.591317858781912,70.26735650016133,4,Yes,7.040620244306728,Medium,Yes,At Risk
3.1225543951389927,55.20548246920832,8.55821445997984,58.731384194147765,4,Yes,4.7592718671782634,Low,Yes,At Risk
3.541934359909122,86.21694085643705,2.6968654517432604,65.64799169000135,0,Yes,6.859722737863242,High,Yes,Average
2.9875911927287815,78.91934585032045,7.052144482225259,78.71311455067983,2,Yes,8.58169179376994,High,Yes,Average
3.0454656587639883,63.70803332799029,9.793062589950491,84.71288456145007,1,Yes,5.549586147322981,High,Yes,Average
2.855082036717099,53.97096844944933,1.917037907856431,53.933481454080585,3,Yes,6.884717009078364,Low,Yes,At Risk
2.05083825348819,54.282912479821526,1.074879480044728,64.3195216388172,2,No,9.952095816381014,High,No,At Risk
2.215782853986609,94.70954373320592,4.902245133693529,56.14969425949775,0,Yes,8.119902540124222,Low,No,Average
2.0628583713734683,59.59336623593715,1.8336293474623049,51.91789683171215,4,No,9.048140627831192,High,Yes,At Risk
3.272820822527561,66.16857810577604,7.7354591470860825,87.0032331997503,1,No,6.4890856393632745,High,No,Average
2.6287119621526536,61.3328201113494,9.23093797463703,94.55516166621955,2,Yes,8.607165538755131,Low,Yes,Average
3.0171413823294055,67.74981529159686,4.90618875437883,62.2139311410746,3,No,4.243055037647931,High,Yes,At Risk
3.8151329478521863,53.47119213730467,3.3284047793989684,85.07673546242602,0,Yes,4.73746709525347,Medium,Yes,Good
2.49858445829775,75.95298954541352,4.909629871059488,93.81971736186466,0,No,5.218423557520373,High,No,Average
2.8207658460712595,53.380628179610746,7.511030360650009,90.7674526318139,2,Yes,6.411711547691318,Low,No,Average
3.5111022770860973,90.01782539111808,1.0814874542233388,50.96880331235356,3,Yes,9.07446926995458,High,Yes,At Risk
2.457596330983245,61.685604095521654,6.305085905362275,97.37751289080168,0,Yes,6.077596304727583,Low,Yes,Good
2.1539598196575858,77.00059573022553,6.519625163986412,62.600586425767744,1,Yes,7.927727161092777,High,Yes,At Risk
2.5795029058275363,94.0039543780729,6.73919422206342,60.35443967043018,0,No,8.2558857688209,Medium,No,Average
2.322442574508009,82.5438684523597,3.178198719827895,43.74587963666682,3,Yes,7.517094124530049,Medium,No,At Risk
3.859395304685146,76.64788932756676,7.426474510403141,69.17041924629298,4,Yes,6.143451809020817,Low,Yes,Average
3.616240759128834,66.21668765576878,1.8225233769859877,46.54081693845572,4,Yes,7.462320050281265,High,No,At Risk
3.266807513020847,66.6500956529099,2.7934330282012074,54.91238925564556,2,No,6.053593556738477,Low,Yes,At Risk
3.7429211803754354,83.4743477599095,8.897230419890338,59.01655730603689,3,Yes,4.5032424313120725,Medium,No,Average
3.6073441537982287,99.70696806105838,7.648508356539097,88.52957940950104,0,Yes,9.956823869116086,Low,No,Good
2.3731401177720715,83.09195949246893,1.1237099861021074,92.5293190237538,0,Yes,4.763094721795065,High,Yes,Average
3.7851179969799555,77.88917086850125,3.235386343328202,58.14797904768818,4,No,4.434090303016344,Low,No,At Risk
3.078684483831301,86.5325255119623,2.929658346938481,91.52188727467444,4,Yes,9.271184495242935,Low,No,Average
3.6148803103281253,73.26028061418592,3.437256952332753,91.43385624218746,1,Yes,5.811007965357371,Low,Yes,Good
3.7921825998469867,53.00711713003926,3.2280379325189776,85.87905702309241,4,Yes,7.901781844441046,Medium,Yes,At Risk
2.6360069499437278,78.1148407938955,1.5627366616856118,48.801706840910896,1,No,5.974034377973397,Low,No,At Risk
2.2201038490553535,97.881264225269,5.130464649371383,81.41937081404373,0,Yes,6.348725624766827,Medium,Yes,Average
2.4558703250838834,58.76514711788298,7.594601273075487,96.70144387483413,1,Yes,5.572677832100779,High,Yes,Average
2.8542155772525124,84.50024454103328,6.4605855224569275,80.95242872602942,1,Yes,6.058264034758061,High,Yes,Average
3.6360295318449865,60.04668443295282,7.055845017382718,59.89701094647003,2,No,6.464202403519259,Medium,No,Average
3.721461166512687,76.79138422365406,1.7303426068261523,70.03475904584988,4,No,8.322496414554058,Low,No,At Risk
2.0139042610623816,54.83382248233598,9.563416391591085,78.74350260106323,1,Yes,7.069217165408751,Medium,No,Average
3.0214946051551315,72.51854681290925,8.546426504587224,70.63422452371022,0,Yes,9.661391302941862,Low,No,Good
2.834822006297558,87.8081664447623,8.245812866460964,47.19717650385819,3,Yes,4.251282363032653,High,Yes,At Risk
2.4442156209414607,67.37857621194911,8.406854245375907,58.72384267912124,1,Yes,7.018409935792169,Low,No,Average
2.239730734667366,83.24558622436089,9.394394573194852,88.14376183321795,4,Yes,7.505348732990309,Medium,No,At Risk
2.675230342807256,89.77249803948646,5.898285695023279,91.68508276573104,2,Yes,9.521181916445643,Medium,Yes,Average
3.8858194078250383,96.35889097397263,2.8025381608086333,48.23800196293421,0,Yes,4.294951141728566,High,Yes,Average
2.6464058640415105,61.73210409277267,6.551052470672871,97.14320514392347,2,No,7.440997509611297,Low,Yes,Average
3.0375812434867324,69.9657957904654,7.685933443011451,59.72935707091656,3,Yes,9.121779571167743,Medium,No,Average
3.4060379177903557,57.62080066652087,7.6412565401862285,79.7388243238432,1,Yes,5.45156636871542,Low,No,Good
2.727259204758588,99.62417510791876,5.693041217501921,85.10950875740087,1,Yes,9.257754091143624,High,No,Average
3.9435641654419213,96.35004839621476,1.6161284740022026,88.716774078273,4,Yes,4.114260455645751,High,No,At Risk
3.9248945898842225,76.99785651402797,4.34001644587115,96.74498213355581,1,Yes,8.394727774802378,Medium,Yes,Good
2.5035645916507283,92.10166471882107,9.286899476170216,58.77517288172936,0,Yes,9.598679327011919,Medium,No,Good
2.994497011784771,76.04789886360211,6.260040187816834,91.51038727309327,3,Yes,7.943185969840373,High,No,Average
2.601756619633539,81.17928440013799,5.84498748930142,47.901214206172426,2,No,6.634175463882688,Medium,Yes,At Risk
2.5696809887549352,54.456221605800835,3.419681629439742,82.30245438121557,3,No,4.269286098836308,Medium,No,At Risk
2.0737738947090656,87.7635210248404,4.31604027924921,84.51866377083915,1,Yes,9.520682879935773,Medium,Yes,Average
3.2191286679597937,56.38567418176174,9.058114802378523,80.66339447207923,2,Yes,6.821777336149449,Medium,No,Average
3.005358046457723,91.30338151262642,6.998167427741522,55.13888416810918,4,Yes,4.1739804660156885,Low,No,At Risk
2.1029575024999785,89.1014043835193,8.086483240770995,92.3825888209122,3,Yes,8.13892642797257,High,No,At Risk
2.557292928473223,85.43723488714882,5.089108807608897,50.1315078022237,2,Yes,6.891023521457549,Medium,No,At Risk
3.8165317719333074,51.80801902623811,6.672224975105421,43.21808749124985,2,No,4.746071904654464,Low,Yes,Average
2.4791237813339446,65.15641779726643,3.2354524786888677,83.04789943671473,2,No,5.285630855861557,High,No,At Risk
2.289789744182446,63.155628495542146,7.349147472551376,68.52854291396402,0,No,4.386944082735077,Medium,Yes,Average
2.9789055205551263,68.00682037357595,4.8484120033300355,90.94588119752056,3,Yes,7.445761238251441,Low,No,Average
3.9713009082212016,54.382137338191924,4.98290963333271,63.00382846349554,2,No,7.732176875512056,Medium,No,Average
2.484110543023001,96.84789115155314,6.843900921191935,50.09671531046277,3,No,7.034453790132666,High,No,At Risk
3.344271094811757,77.69011203561881,9.42652559322034,90.18653154819219,2,Yes,8.902612798015689,High,Yes,Good
3.523239230657435,65.27621553290118,1.5760571194775883,72.9345778984043,4,Yes,9.166052927848082,High,No,At Risk
2.4752750879847993,69.84907585371417,8.422689136123068,51.3517475434213,4,No,7.6937463800987596,High,No,At Risk
3.456432697223719,72.36012702524178,3.631447993709738,83.22303991518675,4,Yes,4.076538878244583,Low,No,At Risk
2.7355662654385062,80.02971666803086,4.9952750905574,70.66681830937003,1,Yes,8.171377934486415,Medium,Yes,Average
3.2646116611871587,75.7839713848249,1.1972199589750807,76.25877893441918,2,Yes,6.50799530152211,High,Yes,At Risk
3.2670594215217896,95.96959866072086,3.7094147005088174,67.65390029239491,1,Yes,7.393344899358322,Medium,Yes,Average
3.071549368149517,74.84817414529151,5.523681183671174,89.72253902908038,3,Yes,7.894483612113307,Medium,No,Average
2.1805795401088166,99.60790074116564,1.505584696126951,89.77376294098299,1,No,6.10141968596246,Medium,No,Average
3.670604991178476,92.57124788725478,5.419861564448486,82.56332930946317,3,Yes,9.502591031030764,Medium,No,Good
2.6415601299434717,60.42552571786679,9.343995659725845,46.32408264378773,3,Yes,4.8038492004986875,High,Yes,At Risk
2.3730370207997087,96.52976073219581,1.948538962970247,90.33123171424413,3,Yes,8.029070843686224,Medium,Yes,At Risk
2.081550283109528,55.818319894273806,7.879966552679539,80.26077883197459,1,Yes,4.026157479739482,Medium,No,At Risk
3.181785886376484,90.87248542455958,4.687039480383934,81.82144996025798,2,Yes,9.547906632431085,High,No,Average
3.355128723684565,69.03116467382901,6.896563430719042,61.7789704242323,1,Yes,4.675024799428549,Medium,No,Average
2.033175657855712,93.89871602225347,3.342129381867064,92.7567733694204,2,Yes,4.569305380885448,Low,No,Average
3.024186116598562,93.40283450537251,2.4354303628722245,83.52229601409144,2,Yes,5.998045798313465,Medium,Yes,Average
2.452991550395876,90.29627000588106,2.444163528441038,46.75542799175167,3,Yes,6.241397716234483,High,No,At Risk
3.2903455808189,89.50152181535307,1.634427510788302,64.46668206436976,1,Yes,5.285800433937272,High,No,Average
2.348732858009983,65.23395695490204,2.670820344111187,93.1828217176085,2,Yes,7.510729965562748,High,Yes,At Risk
3.381875476204932,54.04596415256261,6.977974464900714,42.83180210184274,4,Yes,6.657484588251782,High,Yes,At Risk
2.773470692601075,70.14900893825808,8.935215506591572,97.68499717852296,2,No,4.205053534246525,Low,Yes,Average
3.873459977473469,58.67622574932543,8.327131170320456,80.74975409917377,4,Yes,5.917912373531804,High,Yes,Average
2.2750418882919865,84.74755444512309,7.166208788870357,77.88255865860259,1,Yes,8.862597481439023,High,No,Average
2.682132702100517,67.30498632688928,1.9938867706999241,56.23355538927949,1,Yes,8.138209209171212,Low,Yes,Average
2.226947042481178,98.78051004299574,3.6026870166635483,54.92750732435063,1,Yes,8.349225121479282,Low,Yes,Average
3.8493872365571256,82.04860386726659,3.7882618779022206,96.52349316931573,2,No,8.188701544501141,High,Yes,Average
3.754678706761962,91.12402818171805,3.249612517578591,57.89634725404736,0,Yes,5.8658381282982,High,No,Average
2.515883255430311,56.62623363709242,5.635050937387508,86.53031780313997,2,Yes,4.597983532460655,High,Yes,At Risk
3.319968092068358,93.10072411363113,5.819984333917053,63.58730789242475,2,Yes,5.634803104198576,High,No,Average
3.6344444004024314,96.13785952566971,4.211973776539992,48.35524424708224,3,Yes,8.990711801110955,Medium,Yes,Average
3.110401623198925,74.35309594094679,4.184102428627924,40.642917861721536,3,No,9.882824786698427,Medium,Yes,At Risk
3.0593011567120127,80.31264688754888,8.457000381154732,72.65544022091504,2,Yes,6.963082088449368,Medium,Yes,Average
2.4837045818009034,88.24049004514977,8.10363563487717,98.54672911293596,4,Yes,4.0582021295382535,Low,Yes,Average
2.1862055356117986,58.741931363020626,3.770162485126711,62.14817162855227,3,Yes,4.840268872805375,High,Yes,At Risk
3.7944315159066537,75.12830382317212,9.224095994859333,61.431540039582686,2,Yes,5.932483451897594,Medium,Yes,Good
3.800836114326661,69.93315138861566,9.575335153022554,60.64549707096653,0,No,7.471512091557699,Medium,No,Good
3.266202914546536,57.31869960811245,3.9406828782703673,71.2326302382915,4,Yes,4.450561874831884,Medium,No,At Risk
2.6780595820974016,68.37672111457657,4.1898245391374935,66.4398930054576,1,Yes,9.66014379225929,Medium,Yes,Average
2.698419149225322,53.40861546927468,5.550707380797629,92.79487760362088,2,Yes,6.190502039706404,Low,Yes,Average
3.451911357740479,51.29059534747435,9.470087312803061,70.33124750340941,2,Yes,9.47550530754894,Low,No,Good
3.794220519905154,56.758314457741136,8.886874898280805,70.46547029131412,4,Yes,8.68313081654213,Low,No,Average
3.7741728485302346,98.15575557945868,1.9231116632523082,48.302295683233396,3,Yes,8.532623635093486,Low,Yes,Average
3.5597510917152477,77.47647679475085,4.534576689442746,98.96437245462316,3,Yes,7.640317478693392,High,No,Average
3.2840632923085753,98.291108057661,5.9803407077479465,54.99837345212978,3,Yes,7.760702902311068,Low,No,Average
2.1682799299900974,71.62489391650661,5.52819225296386,44.40184404757616,1,Yes,7.828019411297489,Low,No,Average
2.3232574281892275,65.59080665426298,2.7447676114320343,79.78877493851252,4,No,7.772328322153493,Medium,Yes,At Risk
3.7971083770541583,75.3070931420122,8.729350940513392,75.72198220941236,4,Yes,7.322369388390167,Medium,Yes,Average
3.21285811931918,71.9755844316455,7.092467046971536,64.90873923956474,3,Yes,9.918484110897333,Low,Yes,Average
2.018394103233259,55.2832342130872,8.541175373666231,65.33153403284068,3,Yes,8.393743404554176,High,No,At Risk
2.2029430857320644,82.0413157345103,8.72887851414525,87.10383526278588,0,Yes,8.661678330355127,High,No,Average
3.3270035382161116,60.80190912547998,7.735202682991658,51.74275840597895,0,Yes,9.234776890502046,Low,Yes,Good
2.0101231676924374,80.97939774489149,4.9528954112474555,89.21519913669339,2,No,5.293838576355095,Low,No,At Risk
2.321616102834997,82.51005461990766,6.494920795138821,78.92482683370109,2,Yes,4.5028249545703645,High,No,At Risk
3.0974675787331725,57.601242656432404,2.4432886550776884,65.13818642677145,4,Yes,6.897366619591592,High,No,At Risk
3.3837903953853865,53.06748135553341,7.062808757274169,67.48171699503212,4,Yes,7.084484173715639,Medium,No,At Risk
3.303922519005201,89.038079303422,2.6132793016535265,55.398832431165744,1,Yes,8.975090679699505,Low,No,Average
2.44853861892112,72.99002118846602,7.245546314591412,85.1268599618185,1,Yes,6.662701475694014,Medium,Yes,Average
3.4243584426950715,52.90818977527379,3.066383446785718,70.77248453831606,0,No,7.425118153265876,Medium,No,Average
2.4744981749936,99.74331585848836,2.0579617013519798,59.251272564990614,2,Yes,7.16242563108075,Low,No,Average
2.6507993963185355,52.88902804981833,2.487560411286617,75.76300694565701,0,Yes,4.229216702544346,Medium,Yes,Average
3.4929828102360485,84.75176144292766,1.0179292169716323,99.74406712307939,0,Yes,7.691289379581484,Medium,Yes,Good
3.2992657980944293,99.18394626317068,7.468656560681772,66.11573677939323,2,Yes,8.968259714645512,Medium,No,Good
3.698446820988356,61.95900521079628,7.591609441525412,95.24148404671718,1,Yes,4.9450032884548225,High,Yes,Good
3.3152257846006865,57.11246843435981,5.634400149219335,60.701010395473965,2,Yes,7.565990403559574,High,No,At Risk
3.1366172066709432,56.069246971121444,2.4522652094984534,43.283962415499154,3,Yes,7.561663266678487,Medium,Yes,At Risk
2.187349535656185,65.16375737837978,1.7519890375962077,52.25452638210573,3,Yes,4.985109784338152,High,Yes,At Risk
2.7354316061188673,55.052290550532334,1.172160697935583,65.12170859966105,3,Yes,4.740781442384416,Low,Yes,At Risk
2.530404735363451,84.60806708470659,2.4917335926869866,53.17809571567414,4,Yes,9.880311657858908,High,Yes,At Risk
2.487979286758167,53.114589906503134,9.01769981484832,40.01362229309533,1,Yes,6.362315017918226,Low,No,Average
3.9460211095048914,75.47110640748949,3.173831575315136,94.90009226485164,1,Yes,5.364530372341176,Low,No,Good
2.786195449333521,99.83484269264883,4.188441944954941,90.63276467385575,4,Yes,5.027947266726249,Medium,Yes,At Risk
3.7840931103542266,90.69851347530094,1.9481093603319986,84.53753388921683,0,Yes,8.005610281499411,Medium,Yes,Good
3.262277251994526,80.76097191155054,3.0012517427335323,50.06887573876172,3,Yes,7.656671783963673,High,Yes,At Risk
3.589622607083297,65.31268103933058,5.673021137021846,47.221814572599165,3,No,7.861312737924505,Medium,Yes,At Risk
3.005274186210384,81.19479181458192,6.469774147860873,44.05628496834299,0,Yes,4.5280361650687135,Low,No,Average
3.153807769252718,76.35207319558258,3.2081708274958993,83.44175132637528,2,Yes,9.361207500990622,Medium,Yes,Average
2.985035387637728,71.30416919451858,1.5195894330260549,95.72847764127312,2,Yes,6.3355983808542895,Medium,Yes,Average
2.390485975596089,56.535518837009974,4.519295822146588,65.83214925478222,1,Yes,5.880216438582147,Medium,Yes,At Risk
3.4449042305230106,94.33021076202334,3.107830338337007,47.14844031976289,4,Yes,6.774168683486435,Medium,Yes,At Risk
2.5615447248817116,72.48923244106612,2.9759853090682173,70.7435692439264,1,Yes,6.3403963944857695,High,Yes,At Risk
2.0486319328629077,59.73112559103825,9.638765224421098,60.92991444751781,2,Yes,9.181462018834875,High,Yes,At Risk
3.290944591814336,68.38796754386448,6.546704373331517,62.48949546099986,0,Yes,9.575565851187353,High,No,Average
2.354221358814098,70.70648762644635,6.011905988548863,77.27983744934244,1,Yes,5.820719298697638,Low,No,Average
3.8809171687058286,91.37689477834371,4.741975931709897,83.12308679573215,3,No,9.18361484475973,High,No,Average
3.9078571540051747,86.6807190280701,4.8604990008712985,46.63621593238965,3,Yes,8.689138777198403,Medium,Yes,Average
3.829728780440897,88.46524468206698,5.868145034542727,42.13541384838858,0,Yes,9.58484603406857,Medium,Yes,Good
2.7403174005108886,50.55156322143236,7.267868263324965,99.6598181611429,2,Yes,5.474501873115327,Medium,No,Average
2.030913233057735,70.80769990898807,7.319314865636465,53.96370093493311,3,Yes,7.461754900725874,High,No,At Risk
3.8566371251754505,74.06720758176618,2.5452451693490463,43.22983149450754,3,Yes,5.647267508442668,High,No,At Risk
2.8563682966346287,50.95961384115284,5.501014768689643,51.392519745755195,4,Yes,8.944566942906246,High,Yes,At Risk
